"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"saldo_var30","abs_f_diff_saldo_var5_30","f_num_quan_70_sum_saldo","abs_f_ratio_num_var5_saldo_var5","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","abs_f_diff_saldo_medio_var5_ult13","num_quantile_diff_3","num_of_used","imp_op_var41_ult1","f_diff_var_15_larger","ind_var30","var38","var15","sald0_quantile_diff_3","saldo_medio_var5_hace2","new_num_0_group5_sum","num_var42","var38_ratio","f_ratio_num_var42_saldo_var42","new_num_var30_0","num_meses_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_med_var22_ult3","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_sum","nonzerocount.saldo","abs_f_diff_imp_op_var41_efect_comer_ult1","num_var5","0.841824","0.81844","0.83907","0.808641","0.816999","0.833474","0.840858","0.810964","0.837679","0.847379"
"saldo_var5","num_var42","imp_op_var39_ult1","num_var5","n0","ind_comb_rank","abs_f_ratio_num_var30_saldo_var30","ind_var5","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","nonzerocount.saldo","saldo_var37","num_var45_ult3","saldo_medio_var5_hace3","saldo_var8","saldo_var42","saldo_var30","var36","var15_ratio","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","new_num_var30_0","num_var22_hace3","f_diff_num_var45_ult13","sald0_quantile_diff_1","f_num_non_zero_sum_ind","new_num_group5_sum","new_ind_var5_0","f_diff_var_15_var_36_rank","0.832277","0.813959","0.826312","0.81513","0.814066","0.812314","0.828558","0.80501","0.829162","0.839252"
"f_diff_var_15_var_36_cutpoint_smaller","sald0_quantile_diff_2","num_var22_hace3","saldo_var8","abs_f_diff_num_var30_4","saldo_var30","new_num_var5_0","ind_comb_rank","abs_f_diff_saldo_var5_30","var38","n0","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","sald0_quantile_diff_1","f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var5_saldo_var5","num_var22_ult1","new_num_group5_sum","imp_trans_var37_ult1","num_var45_ult1","new_num_sum","sald0_quantile_diff_3","saldo_medio_var5_hace3","num_var45_ult3","max.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var5_ult3","var15_ratio","saldo_medio_var5_hace2","num_var4","f_num_3_sum_num","0.841875","0.839406","0.837115","0.823982","0.836237","0.829766","0.818677","0.824882","0.833511","0.830006"
"f_diff_num_var30_4","imp_op_var41_ult1","f_diff_var_15_var_36_less_60","ind_var30","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace2","num_med_var45_ult3","saldo_medio_var5_hace3","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_larger","var38","f_diff_var_15_var_36_cutpoint_smaller","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var39_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_38","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30","num_var45_ult3","num_var5","num_of_used","n0","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_num_var30_4","num_var35","sald0_quantile_diff_3","new_num_prcnt","0.838362","0.83905","0.836536","0.82452","0.835719","0.827425","0.834092","0.802486","0.832065","0.844134"
"f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var38","saldo_var30","nonzerocount.saldo","num_var45_hace2","num_var4","sald0_quantile_diff_3","num_var45_ult3","abs_f_diff_saldo_var5_30","var38_ratio","saldo_medio_var8_ult3","new_num_group5_prcnt","new_num_var5_0","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","max.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var42","saldo_medio_var5_ult3","imp_op_var41_ult1","var15","num_of_used","new_ind_group5_sum","imp_trans_var37_ult1","imp_op_var41_efect_ult1","new_ftr_ult1_ult3_ratio_num_var22","f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_ult1","0.834997","0.831472","0.831279","0.820406","0.837597","0.83167","0.82421","0.807836","0.823488","0.839007"
"var15","max.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","saldo_var5","new_ind_group5_sum","num_meses_var5_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","ind_var30","num_var45_ult1","num_quantile_diff_1","f_diff_var_15_larger","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30","num_var4","num_var35","var36","new_num_group5_sum","f_diff_var_15_var_36_rank","abs_f_diff_num_var30_4","nonzerocount.saldo","num_of_used","imp_op_var41_efect_ult1","f_diff_imp_op_var41_efect_comer_ult1","num_var45_hace2","saldo_medio_var5_hace3","new_num_prcnt","0.828289","0.827915","0.822441","0.812869","0.821028","0.823745","0.818077","0.806879","0.810738","0.837016"
"num_of_used","f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_var_36_less_60","var15_ratio","saldo_medio_var5_ult3","sald0_quantile_diff_3","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_rank","num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var5","abs_f_diff_saldo_var5_42","new_ind_group5_sum","abs_f_diff_num_var22_ult3_num_med_var45_ult3","nonzerocount.num","abs_f_diff_saldo_medio_var5_ult13","f_num_non_zero_sum_ind","f_ratio_num_var42_saldo_var42","saldo_var5","saldo_var30","n0","ind_comb_rank","num_quantile_diff_1","saldo_medio_var5_ult1","saldo_medio_var5_hace2","num_meses_var5_ult3","num_quantile_diff_3","new_num_sum","0.829314","0.825435","0.829726","0.811808","0.816879","0.82134","0.82893","0.818502","0.826129","0.828859"
"new_ind_var5_0","num_var5","var15_ratio","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_var_36_cutpoint_smaller","num_med_var22_ult3","saldo_medio_var5_hace3","new_ind_var30_0","sald0_quantile_diff_2","f_diff_var_15_var_36_less_60","f_num_3_sum_num","f_diff_saldo_medio_var5_ult13","new_num_var30_0","f_diff_var_15_var_36_rank","num_var30","num_quantile_diff_1","num_var35","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15","saldo_var8","new_num_var5_0","abs_f_diff_num_var30_4","abs_f_ratio_num_var30_saldo_var30","new_ind_sum","f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.823478","0.814948","0.825685","0.81195","0.828813","0.823943","0.829854","0.818457","0.825967","0.839209"
"f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_cutpoint_smaller","var15_ratio","abs_f_ratio_num_var5_saldo_var5","num_quantile_diff_3","saldo_medio_var5_ult1","num_var42","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","ind_comb_rank","f_diff_saldo_medio_var5_ult13","new_num_prcnt","num_var4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","saldo_var30","new_num_var5_0","num_meses_var5_ult3","var38_ratio","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var5","new_ind_group5_sum","ind_var30","ind_var5","nonzerocount.num","f_diff_var_15_var_36_rank","abs_f_diff_imp_op_var41_efect_comer_ult1","0.842893","0.81888","0.836689","0.824621","0.825807","0.831061","0.839253","0.810867","0.833896","0.840605"
"new_ind_sum","var15","ind_comb_rank","abs_f_diff_saldo_medio_var5_8_ult11","num_var30","f_diff_saldo_medio_var5_8_ult11","max.saldo","saldo_medio_var5_hace2","abs_f_ratio_num_var5_saldo_var5","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var30_0","num_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var45_hace2","new_num_sum","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var38","n0","f_diff_num_var30_4","new_num_prcnt","sald0_quantile_diff_2","num_var45_ult1","num_var22_hace3","saldo_medio_var5_ult3","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var42","0.841533","0.829196","0.835389","0.825249","0.836636","0.829216","0.81381","0.825119","0.834234","0.846768"
"var36","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_var_15_var_36_rank","n0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_hace3","imp_op_var41_comer_ult1","num_meses_var5_ult3","f_num_3_sum_num","var15","f_diff_num_var30_4","abs_f_diff_num_var30_4","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var5_0","ind_var30","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_saldo_medio_var5","sald0_quantile_diff_2","new_num_var30_0","f_diff_var_15_var_38","nonzerocount.num","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","abs_f_diff_saldo_medio_var5_ult13","saldo_var42","new_ind_var5_0","0.832411","0.841387","0.835143","0.824486","0.836035","0.82954","0.840081","0.825762","0.831874","0.847768"
"max.saldo","n0","num_of_used","num_var22_hace3","f_ratio_num_var42_saldo_var42","new_num_sum","num_quantile_diff_3","num_var45_hace3","var36","saldo_medio_var5_hace3","f_diff_var_15_var_38","var15_ratio","saldo_medio_var5_hace2","new_num_group5_prcnt","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_sum","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","f_diff_imp_op_var41_comer_ult13","num_meses_var5_ult3","new_num_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var8_ult1","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_num_var30_4","var38","saldo_var30","new_num_prcnt","0.843217","0.841407","0.816153","0.818534","0.820889","0.815198","0.83906","0.810732","0.82952","0.839758"
"num_var4","nonzerocount.saldo","new_ind_group5_sum","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","num_var5","num_var35","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_42","sald0_quantile_diff_3","sald0_quantile_diff_1","var38","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","f_diff_saldo_medio_var5_ult13","n0","max.saldo","num_med_var22_ult3","saldo_medio_var8_ult3","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_num_var45","imp_trans_var37_ult1","new_num_sum","f_diff_var_15_var_36_rank","num_var45_hace2","f_diff_var_15_var_38","var15_ratio","new_num_prcnt","f_diff_num_var30_4","0.840313","0.81416","0.833509","0.822747","0.834812","0.827164","0.805966","0.825082","0.828605","0.844881"
"imp_op_var39_ult1","saldo_medio_var5_hace3","saldo_var30","sald0_quantile_diff_3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","num_quantile_diff_3","num_var30","new_num_group5_sum","new_num_group5_prcnt","n0","var38","var36","var15","saldo_medio_var5_hace2","num_med_var45_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","imp_op_var41_comer_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","var38_ratio","num_var45_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var30_0","num_of_used","num_var45_hace3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var35","0.833474","0.837017","0.840058","0.823037","0.829733","0.819781","0.840434","0.80905","0.836101","0.840661"
"num_quantile_diff_3","new_num_var30_0","saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","f_diff_saldo_medio_var5_8_ult11","new_num_sum","saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_ratio_num_var42_saldo_var42","num_meses_var5_ult3","new_ind_group5_sum","new_ind_sum","var38","num_var5","num_var4","n0","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","f_diff_num_var30_4","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","var15","f_diff_var_15_var_38","f_diff_var_15_var_36_cutpoint_smaller","num_var22_hace2","0.840459","0.834873","0.838658","0.827877","0.820426","0.831798","0.841031","0.809592","0.834091","0.847862"
"f_num_non_zero_sum_ind","saldo_medio_var5_hace3","new_ind_sum","new_ind_var30_0","saldo_medio_var5_hace2","imp_op_var41_efect_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","ind_var30","nonzerocount.num","f_diff_var_15_var_38","new_num_sum","new_ftr_ult1_ult3_ratio_num_var45","var38_ratio","ind_comb_rank","abs_f_ratio_num_var30_saldo_var30","var15","abs_f_diff_saldo_var5_30","var36","saldo_medio_var5_ult1","imp_op_var39_ult1","sald0_quantile_diff_2","abs_f_diff_num_var30_4","num_var45_ult3","num_var30","new_ind_group5_sum","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_meses_var5_ult3","abs_f_ratio_num_var5_saldo_var5","0.832751","0.83659","0.839886","0.821335","0.83319","0.830945","0.837982","0.826368","0.834466","0.833132"
"abs_f_diff_num_var30_4","saldo_var30","f_diff_var_15_var_38","num_var22_ult1","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var22_ult3","ind_comb_rank","f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","nonzerocount.saldo","abs_f_diff_saldo_var5_42","f_diff_num_var43_emit_recib_ult1","num_meses_var39_vig_ult3","imp_trans_var37_ult1","max.saldo","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_ult13","num_of_used","saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_ult13","new_num_group5_prcnt","saldo_medio_var5_hace3","num_var30","f_diff_var_15_var_36_cutpoint_smaller","var15","saldo_var5","num_var4","imp_op_var41_efect_ult1","0.832633","0.845134","0.840955","0.818108","0.839475","0.83299","0.841644","0.814665","0.835538","0.850472"
"new_ind_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_num_var30_4","f_num_non_zero_sum_ind","num_var35","new_num_var30_0","num_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_group5_prcnt","f_diff_saldo_medio_var5_8_ult11","imp_op_var39_efect_ult3","f_diff_imp_op_var41_efect_comer_ult1","var15_ratio","new_ind_0_group5_sum","saldo_medio_var5_hace3","num_med_var45_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var5_ult3","new_num_var5_0","f_diff_var_15_var_36_cutpoint_smaller","var36","saldo_var8","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_less_60","saldo_medio_var5_ult1","var38","nonzerocount.saldo","num_var45_ult3","imp_var43_emit_ult1","0.840382","0.833875","0.835353","0.818533","0.836223","0.809973","0.836214","0.806837","0.830812","0.847915"
"saldo_var42","num_of_used","saldo_var30","saldo_medio_var5_hace3","f_num_quan_70_sum_imp","new_ind_0_group5_sum","saldo_medio_var5_ult3","f_num_quan_70_sum_saldo","new_ind_sum","ind_comb_rank","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_42","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var45_ult13","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_2","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","num_var45_hace2","var38","f_diff_var_15_var_36_rank","nonzerocount.saldo","f_diff_imp_op_var39_comer_ult13","f_diff_saldo_medio_var5_8_ult11","num_var42","var15_ratio","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_var30_0","0.84346","0.841788","0.839699","0.822629","0.824013","0.832057","0.838377","0.811137","0.834478","0.830664"
"f_diff_var_15_var_38","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_ult13","n0","new_ind_group5_sum","ind_comb_rank","num_var5","var38","saldo_var5","saldo_var30","imp_op_var39_comer_ult3","saldo_medio_var5_hace3","num_var45_ult1","imp_op_var39_comer_ult1","f_diff_var_15_var_36_less_60","f_num_non_zero_sum_ind","nonzerocount.saldo","f_num_quan_70_sum_saldo","num_var4","saldo_medio_var5_ult3","new_ind_var30_0","num_var30","new_num_sum","new_num_prcnt","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var30_saldo_var30","ind_var5","0.834111","0.833626","0.83605","0.819345","0.83058","0.827372","0.834041","0.82485","0.82088","0.83913"
"new_num_sum","max.saldo","f_diff_var_15_var_36_rank","new_ind_sum","f_diff_var_15_larger","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_8_ult11","new_num_var8_0","num_var5","ind_var5","var38_ratio","ind_comb_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","var15","saldo_var42","new_num_prcnt","var15_ratio","imp_op_var39_comer_ult3","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_ratio_num_var5_saldo_var5","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_var5_0","num_var45_ult1","new_num_var30_0","num_of_used","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_num_group5_prcnt","0.83845","0.837652","0.834634","0.805901","0.834832","0.809468","0.83624","0.825054","0.831006","0.845289"
"abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var8","var38_ratio","imp_op_var39_ult1","n0","new_ind_group5_sum","num_var5","f_diff_var_15_var_38","num_var22_ult3","num_of_used","var15","f_diff_var_15_larger","ind_var5","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_medio_var5_8_ult11","var36","saldo_medio_var5_ult3","new_num_var5_0","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","abs_f_diff_num_var30_4","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","imp_op_var41_efect_ult1","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_num_var22","max.saldo","new_ind_sum","num_var30","0.84257","0.827345","0.838626","0.828724","0.836481","0.819819","0.841042","0.825904","0.835838","0.849359"
"f_diff_saldo_var5_saldo_medio_var5_hace2","num_var30","new_num_group5_sum","saldo_var30","new_ind_var30_0","f_diff_num_var22_ult3_num_med_var45_ult3","num_var45_ult1","saldo_var42","new_ftr_ult1_ult3_ratio_num_var22","f_num_non_zero_sum_ind","f_ratio_num_var42_saldo_var42","ind_var30","num_var45_hace2","f_diff_var_15_larger","new_ind_group5_sum","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_ult13","num_var30_0","n0","f_num_quan_70_sum_saldo","abs_f_diff_saldo_var5_30","var15","num_var4","nonzerocount.num","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var8_ult1","new_ind_var5_0","abs_f_diff_num_var30_4","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","0.830635","0.827179","0.816024","0.804901","0.82108","0.810323","0.831391","0.818201","0.818259","0.833522"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_sum","saldo_var30","new_ind_var30_0","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_num_var45","n0","num_med_var22_ult3","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_ult3","imp_op_var41_ult1","ind_var30","num_var5","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult1","saldo_var37","new_ind_var5_0","var38_ratio","imp_trans_var37_ult1","new_num_prcnt","f_diff_var_15_var_38","num_var30","var15","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","abs_f_diff_imp_op_var41_efect_comer_ult1","num_meses_var39_vig_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","0.825686","0.83786","0.838864","0.821186","0.821708","0.831286","0.823645","0.827756","0.837958","0.849504"
"f_diff_var_15_var_36_cutpoint_smaller","saldo_var30","new_num_var5_0","num_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var5","abs_f_diff_saldo_medio_var5_ult13","f_diff_imp_op_var39_comer_ult13","new_num_group5_prcnt","f_diff_num_var22_ult3_num_med_var45_ult3","saldo_medio_var5_hace2","new_num_sum","new_ind_sum","var15_ratio","var38_ratio","num_var22_ult1","nonzerocount.saldo","max.saldo","num_var22_hace3","f_diff_var_15_var_38","new_num_var30_0","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var30_saldo_var30","f_ratio_num_var42_saldo_var42","saldo_var8","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","f_diff_var_15_larger","sald0_quantile_diff_3","0.841958","0.840844","0.836303","0.825436","0.820648","0.811213","0.837397","0.807363","0.833299","0.8466"
"saldo_medio_var8_ult1","new_num_prcnt","var15_ratio","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_var30_0","num_var42","f_num_3_sum_num","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","var38_ratio","new_num_group5_prcnt","num_var5","new_num_var5_0","sald0_quantile_diff_3","abs_f_diff_imp_op_var41_efect_comer_ult1","new_ind_sum","num_var22_hace2","num_var45_hace2","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","var38","num_var30","n0","f_diff_var_15_larger","f_ratio_num_var42_saldo_var42","saldo_var42","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","nonzerocount.num","0.839612","0.820098","0.815417","0.823426","0.825975","0.829023","0.835741","0.808389","0.808068","0.846164"
