"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"saldo_medio_var5_ult1","new_ind_var30_0","var15","var15_ratio","new_num_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","num_med_var45_ult3","num_var5","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","sald0_quantile_diff_3","f_diff_var_15_var_36_cutpoint_smaller","num_var4","max.saldo","abs_f_ratio_num_var30_saldo_var30","new_ftr_ult1_ult3_ratio_num_var45","new_num_sum","saldo_var30","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_larger","var38_ratio","num_var45_hace3","new_num_group5_sum","f_diff_num_var30_4","f_diff_var_15_var_36_less_60","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_ult13","new_num_var5_0","num_var30","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_quantile_diff_3","var36","new_ftr_ult1_ult3_ratio_num_var22","imp_op_var39_ult1","saldo_medio_var5_ult3","0.842409","0.8419","0.83993","0.821451","0.838292","0.831531","0.841675","0.827481","0.83697","0.849783"
"var38","num_of_used","f_diff_var_15_var_36_rank","var15_ratio","nonzerocount.num","new_num_prcnt","f_diff_var_15_var_36_less_60","f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_ult1","f_diff_imp_op_var41_efect_ult13","abs_f_diff_saldo_var5_42","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var39_efect_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_sum","f_num_3_sum_num","num_var45_ult1","num_meses_var5_ult3","ind_comb_rank","saldo_var30","num_var45_hace3","f_diff_num_var30_4","saldo_medio_var8_ult3","var15","num_var35","nonzerocount.saldo","num_med_var22_ult3","saldo_var42","ind_var30","f_diff_var_15_larger","f_num_quan_70_sum_saldo","num_meses_var39_vig_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_0_group5_sum","saldo_medio_var8_ult1","new_num_var5_0","num_var30","f_diff_var_15_var_38","0.832137","0.830641","0.839354","0.827916","0.838478","0.833551","0.840626","0.829563","0.837217","0.850238"
"abs_f_diff_saldo_var5_42","var38_ratio","saldo_var30","saldo_medio_var5_hace2","num_quantile_diff_1","new_num_group5_sum","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_sum","new_num_group5_prcnt","f_diff_num_var30_4","saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","n0","new_num_var8_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult1","max.saldo","f_diff_var_15_larger","saldo_medio_var8_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_num_quan_70_sum_saldo","num_var30","f_num_3_sum_num","new_ind_group5_sum","f_diff_var_15_var_38","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_ult13","f_ratio_num_var42_saldo_var42","ind_comb_rank","f_diff_saldo_var5_saldo_medio_var5_hace2","sald0_quantile_diff_3","num_of_used","new_num_var5_0","f_diff_saldo_medio_var5_ult13","saldo_var42","num_med_var45_ult3","num_var45_hace2","new_num_var30_0","0.839178","0.806683","0.837639","0.824359","0.823831","0.826851","0.836162","0.800615","0.814185","0.814346"
"f_num_quan_70_sum_saldo","ind_var5","saldo_var5","max.saldo","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_num_var45","saldo_var8","abs_f_diff_num_var30_4","nonzerocount.num","var38_ratio","ind_var30","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_cutpoint_smaller","new_num_sum","f_diff_saldo_medio_var5_ult13","var38","f_diff_var_15_var_38","imp_op_var39_comer_ult3","f_diff_num_var30_4","new_ind_var30_0","saldo_medio_var5_hace3","var36","f_diff_var_15_larger","imp_op_var39_efect_ult3","saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","num_var35","saldo_var30","nonzerocount.saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_group5_prcnt","f_num_3_sum_num","sald0_quantile_diff_3","n0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_var30_0","saldo_var42","var15","num_var5","var15_ratio","0.840814","0.841612","0.838167","0.823878","0.838293","0.829912","0.837838","0.8262","0.832764","0.848955"
"f_diff_var_15_var_38","num_var45_hace2","num_var22_ult1","f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_meses_var5_ult3","num_meses_var39_vig_ult3","new_ftr_ult1_ult3_ratio_num_var22","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","num_quantile_diff_1","var15","var38_ratio","imp_trans_var37_ult1","abs_f_ratio_num_var5_saldo_var5","new_num_var5_0","saldo_medio_var5_ult3","saldo_var42","max.saldo","f_ratio_num_var42_saldo_var42","new_ind_group5_sum","ind_var30","sald0_quantile_diff_1","new_num_sum","f_diff_var_15_var_36_cutpoint_smaller","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","f_num_non_zero_sum_ind","var15_ratio","new_num_var30_0","abs_f_diff_saldo_var5_30","new_ind_sum","abs_f_diff_saldo_medio_var5_ult13","num_var35","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace3","f_diff_var_15_larger","new_ind_var30_0","n0","f_diff_var_15_var_36_less_60","0.823097","0.843031","0.838042","0.826598","0.840114","0.833116","0.841378","0.826802","0.835677","0.850191"
"num_var22_hace2","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","num_of_used","abs_f_diff_saldo_var5_42","num_var30_0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var8_0","num_var45_ult1","var15_ratio","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","sald0_quantile_diff_2","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","num_var35","imp_op_var39_efect_ult1","new_ftr_ult1_ult3_ratio_num_var22","f_diff_imp_op_var41_efect_comer_ult1","saldo_var8","var36","num_var4","ind_comb_rank","imp_op_var39_comer_ult3","f_diff_saldo_medio_var5_8_ult11","imp_op_var39_comer_ult1","f_ratio_num_var42_saldo_var42","num_quantile_diff_1","sald0_quantile_diff_1","new_ind_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var5","new_ind_var30_0","f_diff_var_15_var_36_rank","saldo_var5","saldo_medio_var5_ult1","f_num_non_zero_sum_ind","saldo_var30","f_diff_num_var30_4","0.825572","0.825829","0.817986","0.81407","0.826652","0.810354","0.827789","0.813424","0.821998","0.832316"
"imp_op_var39_ult1","new_num_prcnt","new_ind_0_group5_sum","sald0_quantile_diff_2","f_diff_var_15_larger","num_var30","f_num_3_sum_num","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_comer_ult1","abs_f_diff_saldo_var5_42","new_ind_var30_0","abs_f_diff_saldo_var5_30","var38_ratio","ind_comb_rank","num_var22_ult3","new_num_sum","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","num_var45_ult1","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace3","num_of_used","saldo_medio_var5_ult1","saldo_medio_var5_ult3","n0","f_diff_saldo_var5_saldo_medio_var5_hace3","var15","saldo_var30","f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_var5_0","imp_op_var39_comer_ult3","sald0_quantile_diff_1","f_diff_saldo_medio_var5_ult13","new_num_var8_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var8_ult1","num_med_var45_ult3","f_diff_imp_op_var41_comer_ult13","0.831339","0.845788","0.823273","0.824663","0.823262","0.833682","0.84201","0.827925","0.837071","0.849855"
"f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","var38","var36","num_var4","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_num_var5_0","f_diff_num_var45_ult13","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_ult1","nonzerocount.saldo","new_num_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_op_var41_ult1","f_diff_var_15_larger","saldo_var42","saldo_var30","num_var42","saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var45","num_var22_hace3","new_ind_var30_0","f_diff_var_15_var_38","num_med_var22_ult3","num_meses_var39_vig_ult3","saldo_var8","saldo_medio_var5_ult1","num_var30","nonzerocount.num","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","num_of_used","var15_ratio","ind_var30","max.saldo","new_num_var8_0","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_var45_ult3","f_diff_var_15_var_36_cutpoint_smaller","f_ratio_num_var42_saldo_var42","0.823602","0.84184","0.840868","0.822985","0.819542","0.832256","0.819674","0.827752","0.837723","0.840797"
"var38_ratio","saldo_medio_var5_ult1","f_num_3_sum_num","abs_f_diff_num_var30_4","max.saldo","ind_var5","f_diff_var_15_var_36_rank","saldo_medio_var5_ult3","num_var5","imp_op_var39_comer_ult1","var15_ratio","saldo_var5","abs_f_diff_saldo_var5_30","new_num_group5_sum","abs_f_diff_saldo_var5_42","new_num_var5_0","num_med_var45_ult3","saldo_medio_var5_hace3","num_var4","saldo_var30","f_ratio_num_var42_saldo_var42","var38","sald0_quantile_diff_2","nonzerocount.num","f_diff_imp_op_var41_efect_comer_ult1","num_var42","imp_trans_var37_ult1","saldo_medio_var8_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15","abs_f_ratio_num_var5_saldo_var5","saldo_var42","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_non_zero_sum_ind","saldo_medio_var5_hace2","n0","f_diff_var_15_var_36_cutpoint_smaller","new_num_var30_0","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_medio_var5_ult13","0.825232","0.841968","0.831926","0.821102","0.838381","0.830663","0.83941","0.825287","0.832519","0.849092"
"f_num_3_sum_num","abs_f_ratio_num_var30_saldo_var30","f_ratio_num_var42_saldo_var42","num_var42","num_var30","num_meses_var5_ult3","num_of_used","var38_ratio","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_num_var45_ult13","num_var4","var15_ratio","saldo_medio_var5_ult1","new_ind_0_group5_sum","saldo_var37","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_sum","imp_op_var39_efect_ult1","num_var45_ult3","imp_op_var41_comer_ult3","f_num_quan_70_sum_saldo","num_var5","ind_var30","new_num_prcnt","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var30_4","new_num_var5_0","abs_f_diff_num_var30_4","num_meses_var39_vig_ult3","f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_hace2","max.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_efect_ult3","new_ind_group5_sum","saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","0.844667","0.82518","0.826893","0.820807","0.837476","0.83205","0.840302","0.826945","0.826253","0.851226"
"imp_ent_var16_ult1","num_med_var45_ult3","f_diff_num_var30_4","num_var45_hace2","f_diff_num_var45_ult13","saldo_var42","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","var15_ratio","var36","num_meses_var5_ult3","num_var42","f_num_non_zero_sum_ind","sald0_quantile_diff_2","new_ind_var5_0","new_num_sum","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_group5_sum","f_diff_num_var43_emit_recib_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_larger","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var41_ult1","n0","f_diff_saldo_medio_var5_8_ult11","new_num_group5_prcnt","saldo_var30","var38","num_var30","var38_ratio","new_ind_sum","saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var22_ult3_num_med_var45_ult3","0.83819","0.830718","0.820524","0.82206","0.837497","0.832384","0.838421","0.828191","0.835452","0.849553"
"new_num_group5_prcnt","ind_var30","num_var42","num_var45_hace2","f_diff_imp_op_var41_efect_comer_ult1","num_var35","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_hace3","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var8_ult1","f_num_3_sum_num","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_0_group5_sum","num_var4","sald0_quantile_diff_1","f_diff_saldo_medio_var5_ult13","sald0_quantile_diff_3","new_ind_sum","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_ult3","max.saldo","f_num_quan_70_sum_saldo","num_var22_hace3","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_42","abs_f_ratio_num_var30_saldo_var30","new_ind_group5_sum","saldo_var37","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_comer_ult1","var38","nonzerocount.saldo","f_ratio_num_var42_saldo_var42","f_diff_num_var30_4","n0","saldo_var42","new_num_var30_0","num_meses_var39_vig_ult3","num_of_used","0.823824","0.811681","0.817564","0.810134","0.818117","0.810185","0.821579","0.805662","0.81715","0.810094"
"var38_ratio","new_ftr_ult1_ult3_ratio_num_var45","imp_op_var39_comer_ult3","var15_ratio","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_of_used","f_num_quan_70_sum_saldo","new_ind_sum","nonzerocount.num","f_diff_var_15_var_36_cutpoint_smaller","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var35","f_diff_var_15_var_38","saldo_var5","saldo_medio_var5_ult1","saldo_medio_var5_hace2","saldo_medio_var8_ult1","sald0_quantile_diff_3","num_var42","abs_f_diff_saldo_var5_30","num_var30","new_ind_var5_0","sald0_quantile_diff_2","abs_f_ratio_num_var30_saldo_var30","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_42","n0","nonzerocount.saldo","new_num_sum","f_diff_saldo_medio_var5_ult13","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","new_num_var30_0","num_var5","num_var22_ult3","saldo_var8","0.84316","0.841047","0.809701","0.826037","0.83858","0.832263","0.840155","0.809719","0.823898","0.848309"
"num_var35","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","saldo_medio_var5_hace2","new_num_prcnt","abs_f_ratio_num_var30_saldo_var30","f_diff_imp_op_var41_efect_comer_ult1","new_ind_var5_0","imp_op_var39_efect_ult1","saldo_var30","imp_trans_var37_ult1","num_meses_var5_ult3","num_var45_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_num_var43_emit_recib_ult1","num_var5","f_diff_num_var30_4","var36","f_diff_var_15_var_38","ind_var5","saldo_medio_var5_hace3","max.saldo","var38","num_var30","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var8_ult3","new_ind_0_group5_sum","var15_ratio","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_ratio_num_var5_saldo_var5","var15","abs_f_diff_saldo_medio_var5_8_ult11","new_ind_var30_0","abs_f_diff_saldo_var5_30","saldo_var8","0.829325","0.835605","0.837653","0.82155","0.819973","0.8327","0.838387","0.827205","0.826805","0.849812"
"saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_42","num_of_used","ind_var5","num_med_var22_ult3","var15_ratio","saldo_var8","nonzerocount.num","new_ind_var5_0","saldo_medio_var5_hace2","num_var4","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var45_hace3","f_diff_num_var30_4","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_8_ult11","saldo_var42","saldo_medio_var5_ult3","var36","saldo_medio_var5_ult1","new_num_prcnt","num_var45_ult1","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_38","imp_op_var41_ult1","new_num_group5_prcnt","num_var30","num_quantile_diff_3","new_ftr_ult1_ult3_ratio_num_var45","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","saldo_var5","new_num_group5_sum","var38_ratio","f_diff_var_15_var_36_cutpoint_smaller","new_num_sum","sald0_quantile_diff_3","f_diff_saldo_medio_var5_ult13","0.843665","0.84382","0.840132","0.82681","0.838472","0.804592","0.810737","0.803768","0.83533","0.848999"
"f_diff_var_15_larger","num_var42","new_num_var30_0","f_num_quan_70_sum_saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace3","var15_ratio","f_diff_var_15_var_38","imp_ent_var16_ult1","abs_f_diff_num_var30_4","new_num_group5_prcnt","num_quantile_diff_1","new_ind_group5_sum","saldo_medio_var8_ult3","nonzerocount.num","n0","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult3","ind_comb_rank","saldo_var8","new_ind_var30_0","nonzerocount.saldo","var38","imp_op_var39_ult1","f_diff_num_var30_4","saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_num_3_sum_num","f_diff_var_15_var_36_less_60","saldo_var5","max.saldo","new_num_prcnt","new_ind_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","var38_ratio","new_num_group5_sum","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_2","0.834889","0.837365","0.838907","0.823316","0.836616","0.833578","0.840391","0.82769","0.823134","0.839533"
"num_var22_hace3","new_num_group5_sum","imp_trans_var37_ult1","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","f_ratio_num_var42_saldo_var42","new_num_var5_0","num_meses_var5_ult3","ind_var30","saldo_var30","f_diff_num_var30_4","imp_op_var39_efect_ult1","imp_op_var41_comer_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_30","new_ind_group5_sum","f_diff_var_15_larger","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult1","saldo_medio_var5_ult1","var15","n0","f_diff_num_var45_ult13","f_diff_var_15_var_36_rank","new_ind_var5_0","ind_var5","saldo_medio_var5_hace3","new_num_var30_0","new_ind_var30_0","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_38","saldo_var42","new_num_group5_prcnt","var36","abs_f_ratio_num_var5_saldo_var5","sald0_quantile_diff_2","0.83713","0.830923","0.823212","0.824188","0.831787","0.809581","0.840836","0.828035","0.836646","0.849455"
"f_diff_num_var30_4","saldo_var30","num_meses_var5_ult3","f_diff_num_var45_ult13","new_num_var30_0","abs_f_diff_saldo_var5_42","num_var30","f_diff_var_15_var_36_rank","num_var45_hace3","new_num_group5_prcnt","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var35","imp_trans_var37_ult1","f_diff_saldo_medio_var5_8_ult11","num_var5","f_diff_var_15_var_36_cutpoint_smaller","new_num_group5_sum","var15_ratio","new_num_prcnt","var38_ratio","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","n0","abs_f_ratio_num_var30_saldo_var30","imp_op_var39_comer_ult3","f_num_non_zero_sum_ind","f_diff_saldo_var5_saldo_medio_var5_ult1","imp_op_var39_ult1","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace3","var38","f_num_quan_70_sum_saldo","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var42","num_var42","f_diff_var_15_var_38","num_var45_ult3","var36","nonzerocount.saldo","0.841736","0.836553","0.815967","0.823219","0.835981","0.831864","0.830317","0.811428","0.833774","0.848422"
"new_ind_sum","saldo_medio_var5_ult1","f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","new_ftr_ult1_ult3_ratio_num_var22","f_diff_num_var45_ult13","var15","new_ind_var5_0","abs_f_diff_num_var30_4","num_var30_0","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_num_quan_70_sum_saldo","saldo_medio_var5_ult3","saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_ratio_num_var42_saldo_var42","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","num_var5","num_var45_ult1","max.saldo","f_diff_var_15_var_36_rank","new_ind_var30_0","num_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_quantile_diff_3","saldo_var30","num_var45_ult3","abs_f_diff_saldo_var5_30","saldo_medio_var8_ult3","num_var4","new_num_group5_prcnt","f_diff_saldo_var5_saldo_medio_var5_hace3","ind_var30","sald0_quantile_diff_1","f_diff_num_var30_4","nonzerocount.num","saldo_medio_var8_ult1","num_meses_var5_ult3","new_ftr_ult1_ult3_ratio_num_var45","0.842957","0.84072","0.828608","0.825485","0.812481","0.831039","0.840912","0.826518","0.835647","0.829227"
"f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var45","saldo_var30","new_ind_group5_sum","num_var5","imp_trans_var37_ult1","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_larger","imp_op_var41_ult1","max.saldo","saldo_medio_var5_hace3","var36","new_num_group5_prcnt","sald0_quantile_diff_3","ind_var5","var15","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","saldo_var8","new_num_sum","f_diff_imp_op_var39_comer_ult13","num_quantile_diff_3","imp_op_var39_comer_ult1","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_comb_rank","f_diff_var_15_var_38","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult3","sald0_quantile_diff_1","num_med_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_8_ult11","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_sum","saldo_medio_var8_ult3","0.835206","0.838283","0.826903","0.823026","0.837625","0.830507","0.840499","0.828243","0.83399","0.836943"
